CPC Model
All Time
Campaign,Start date,End date,Campaign type,Search keyword,Keyword max CPC,Currency,Keyword ID,Keyword/Placement,Day,Day of week,Week,Search keyword max. CPM,Cost,Avg. CPC
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter boots sale womens,0.49,CAD,296063907022,winter boots sale womens,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens shoes sale,0.49,CAD,296451770589,womens shoes sale,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.53,0.53
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe boots womens,0.49,CAD,296932584629,shoe boots womens,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday womens boots,0.49,CAD,297146792842,black friday womens boots,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black shoes for women,0.49,CAD,297232874361,black shoes for women,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes and footwear,0.49,CAD,298175571275,shoes and footwear,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,3.33,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,mens boots canada,0.49,CAD,300366825798,mens boots canada,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes calgary,0.49,CAD,303714409659,rieker shoes calgary,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.45,0.45
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes edmonton,0.49,CAD,303714409859,rieker shoes edmonton,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes toronto,0.49,CAD,307734689730,rieker shoes toronto,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday shoe deals,0.49,CAD,317570563182,black friday shoe deals,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,boot shoes for mens,0.49,CAD,489107925832,boot shoes for mens,2019-11-30,Saturday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes,0.49,CAD,10104310,shoes,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,42.86,0.55
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker,0.49,CAD,10367501,rieker,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,6.59,0.31
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy shoes,0.49,CAD,10520666,buy shoes,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,1.22,0.61
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy boots,0.49,CAD,10530156,buy boots,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,3.39,0.56
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens sandals,0.49,CAD,10750086,womens sandals,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes online,0.49,CAD,10900201,shoes online,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,13.27,0.49
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe sale,0.49,CAD,11336900,shoe sale,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,12.99,0.56
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter boots canada,0.49,CAD,12777433,winter boots canada,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,1.23,0.62
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes canada,0.49,CAD,13413626,shoes canada,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,10.07,0.56
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe boots,0.49,CAD,13417416,shoe boots,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,13.21,0.55
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,fashion shoes,0.49,CAD,18524521,fashion shoes,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens boots sale,0.49,CAD,40225946,womens boots sale,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.59,0.59
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday sales,0.49,CAD,164708104,black friday sales,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,2.44,0.61
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday deals,0.49,CAD,268400399,black friday deals,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,3.03,0.61
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy shoes canada,0.49,CAD,1626047667,buy shoes canada,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,7.45,0.57
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe sale canada,0.49,CAD,5738056410,shoe sale canada,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,13.42,0.54
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday shoe sale,0.49,CAD,295280313982,black friday shoe sale,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter boots sale womens,0.49,CAD,296063907022,winter boots sale womens,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black shoes for women,0.49,CAD,297232874361,black shoes for women,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes and footwear,0.49,CAD,298175571275,shoes and footwear,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,5.02,0.50
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes edmonton,0.49,CAD,303714409859,rieker shoes edmonton,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,comfort shoes vancouver,0.49,CAD,314259663343,comfort shoes vancouver,2019-12-01,Sunday,"Week of Nov 25, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe shopping,0.49,CAD,10251176,shoe shopping,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,10.73,0.45
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker,0.49,CAD,10367501,rieker,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,6.08,0.29
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens sandals,0.49,CAD,10750086,womens sandals,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.47,0.47
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe sale,0.49,CAD,11336900,shoe sale,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,2.90,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,ladies shoes,0.49,CAD,12942316,ladies shoes,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes canada,0.49,CAD,13413626,shoes canada,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,1.94,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoe stores,0.49,CAD,17112641,shoe stores,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,1.42,0.47
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black friday,0.49,CAD,55695721,black friday,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,best buy black friday,0.49,CAD,169922984,best buy black friday,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,womens shoes canada,0.49,CAD,1061139315,womens shoes canada,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,buy shoes canada,0.49,CAD,1626047667,buy shoes canada,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,2.90,0.48
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,black shoes for women,0.49,CAD,297232874361,black shoes for women,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,shoes and footwear,0.49,CAD,298175571275,shoes and footwear,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,3.76,0.47
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,mens boots canada,0.49,CAD,300366825798,mens boots canada,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,winter boots sale canada,0.49,CAD,302524429810,winter boots sale canada,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.49,0.49
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,rieker shoes calgary,0.49,CAD,303714409659,rieker shoes calgary,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,comfort shoes vancouver,0.49,CAD,314259663343,comfort shoes vancouver,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Black Friday- Search ADS,2019-11-27,2019-12-03,Search Only,boot shoes for mens,0.49,CAD,489107925832,boot shoes for mens,2019-12-02,Monday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots,0.78,CAD,12564166,tall boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,16.24,8.12
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,19.05,9.52
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,9.53,2.38
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies winter boots,0.00,CAD,445909458,ladies winter boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens fall boots,0.00,CAD,508711929,womens fall boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots for women,0.78,CAD,295990744011,tall boots for women,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,stylish winter boots,0.78,CAD,307803166015,stylish winter boots,2019-12-04,Wednesday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens boots,0.00,CAD,76102640,mens boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens boots,0.00,CAD,92377050,womens boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,1.30,1.30
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,30.67,4.38
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall women,0.78,CAD,14499131,tall women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,1.50,1.50
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,best winter boots for women,0.78,CAD,298397001506,best winter boots for women,2019-12-05,Thursday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.00,CAD,297426961836,women shoes online,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots sale,0.00,CAD,298615523497,long boots sale,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,3.08,3.08
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots,0.00,CAD,128229415,mens winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,4.10,2.05
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots,0.00,CAD,11380721,winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,27.38,2.49
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,womens winter boots,0.00,CAD,109762897,womens winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter boots women,0.00,CAD,128229215,winter boots women,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,1.47,1.47
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,winter ankle boots,0.78,CAD,2641239074,winter ankle boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,long boots for women,0.00,CAD,3527279686,long boots for women,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall boots on sale,0.78,CAD,295232613550,tall boots on sale,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,3.02,3.02
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,warm winter boots,0.78,CAD,295743757900,warm winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall black boots with heel,0.78,CAD,296081878686,tall black boots with heel,2019-12-06,Friday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,waterproof winter boots,0.00,CAD,302160065025,waterproof winter boots,2019-12-06,Friday,"Week of Dec 2, 2019",0.00,2.91,2.91
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy shoes online,0.00,CAD,68100671,buy shoes online,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies boots,0.00,CAD,92377070,ladies boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,2.83,1.42
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,boots online,0.00,CAD,94412584,boots online,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,ladies tall boots,0.00,CAD,295552214809,ladies tall boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,2.89,1.44
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,footwear online,0.00,CAD,296828120153,footwear online,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,women shoes online,0.00,CAD,297426961836,women shoes online,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,tall fall boots,0.00,CAD,300522300697,tall fall boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,1.35,1.35
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens ankle boots,0.00,CAD,694473903,mens ankle boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.00,1.42,1.42
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,mens winter boots sale,0.78,CAD,299213631534,mens winter boots sale,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,0.00,0.00
Winter Boots - Search Ads + Keywords,2019-10-22,2020-03-31,Search Network with Display Select,buy mens winter boots,0.78,CAD,299867751060,buy mens winter boots,2019-12-07,Saturday,"Week of Dec 2, 2019",0.01,0.00,0.00
